form_key,form_name,form_version,runtime_path,xml_path,label,field_class,canonical_question_id,source_semantic_id,source_question_id,mapping_status,role,dimensions,component_ids,json_type,type_source,type,xsd_source,xsd_sha256,source_version,published_coverage_eligible
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.ConcurrentSupportDescription.attFile.MimeType,PHSFellowshipSupplemental,technical_field,,source-question:question:sha256:2a53ccd511204dc7151222529491d348b158b1f2fb734248e02333c56992f86a,question:sha256:2a53ccd511204dc7151222529491d348b158b1f2fb734248e02333c56992f86a,agent_proposed,,,technical-metadata,object,xsd_declared_type,glob:StringMin1Max255Type,https://apply07.grants.gov/apply/system/schemas/Attachments-V1.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.CurrentPriorNRSASupport,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.CurrentPriorNRSASupport,CurrentPriorNRSASupport,technical_field,,source-question:question:sha256:f7e12283d654397cacc58b8d56a96d12cfe46c60bf2f4a33e4a4cbec16ad07c9,question:sha256:f7e12283d654397cacc58b8d56a96d12cfe46c60bf2f4a33e4a4cbec16ad07c9,agent_proposed,,,form-structure,array,normalized_source_type,FieldSet,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.CurrentPriorNRSASupport[].EndDate,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.CurrentPriorNRSASupport.EndDate,End Date,question,concept:fellowship:nrsa-support:end-date,concept:fellowship:nrsa-support:end-date,question:sha256:56c0ffdd7d2490652172fd2fa4f6edb36ccedd7858b592cece32ceb25b97b599,agent_proposed,,,semantic-domain-fellowship,string,xsd_declared_type,xs:date,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.CurrentPriorNRSASupport[].GrantNumber,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.CurrentPriorNRSASupport.GrantNumber,Grant Number,question,concept:fellowship:nrsa-support:grant-number,concept:fellowship:nrsa-support:grant-number,question:sha256:c30ee02ab1d21debe45ab48d63ea60e2227dacf6b8741cc89640cbd7d48621bb,agent_proposed,,,semantic-domain-fellowship,string,normalized_source_type,string,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.CurrentPriorNRSASupport[].Level,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.CurrentPriorNRSASupport.Level,Level,question,concept:fellowship:nrsa-support:level,concept:fellowship:nrsa-support:level,question:sha256:b19086ed28d68d27905631cce14290ac774347a45a3b14d61e4b0c06e382c68a,agent_proposed,,,semantic-domain-fellowship,string,normalized_source_type,string,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.CurrentPriorNRSASupport[].StartDate,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.CurrentPriorNRSASupport.StartDate,Start Date,question,concept:fellowship:nrsa-support:start-date,concept:fellowship:nrsa-support:start-date,question:sha256:7694c10d28aaff0a32047743803bc242ec6b1340504a3f1f33a5e5b58c405ae2,agent_proposed,,,semantic-domain-fellowship,string,xsd_declared_type,xs:date,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.CurrentPriorNRSASupport[].Type,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.CurrentPriorNRSASupport.Type,Type,question,concept:fellowship:nrsa-support:type,concept:fellowship:nrsa-support:type,question:sha256:36429b779583e527aa73f0fcb7ab718457d181427cb873aad87a50698762e6d7,agent_proposed,,,semantic-domain-fellowship,string,normalized_source_type,string,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.CurrentPriorNRSASupportIndicator,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.CurrentPriorNRSASupportIndicator,Current Prior NRSASupport Indicator,question,concept:fellowship:nrsa-support:current-or-prior,concept:fellowship:nrsa-support:current-or-prior,question:sha256:e51e12437461e9640a690a9bba63aedca6b15a72c35a3d5fb1a95dedce415c16,agent_proposed,,,semantic-domain-fellowship,string,xsd_declared_type,globLib:YesNoDataType,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.FieldOfTraining,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.FieldOfTraining,Field Of Training,question,concept:role:fellowship-candidate:field-of-training,concept:role:fellowship-candidate:field-of-training,question:sha256:a71864ff4b9edd696cdef6073aaac1feaaceb1347639d757bddadfbcc051a3bb,agent_proposed,fellowship-candidate,,role-fellowship-candidate,string,xsd_declared_type,PHS_Fellowship_Supplemental_8_0:FieldOfTrainingDataType,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.FormerInstitution,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.FormerInstitution,Former Institution,question,concept:organization:former-recipient-name,concept:organization:former-recipient-name,question:sha256:a649121d739f45123b36ac4ac484c90b4b8fdd426ec7c07fbe8faf0e193e0b4f,agent_proposed,,,semantic-domain-organization,string,normalized_source_type,string,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.GraduateDegreeSought,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.GraduateDegreeSought,GraduateDegreeSought,technical_field,,source-question:question:sha256:be83269e634ecea3b46ee9381ef6d7ade469e36940c1edb007a49c77110f80e3,question:sha256:be83269e634ecea3b46ee9381ef6d7ade469e36940c1edb007a49c77110f80e3,agent_proposed,,,form-structure,object,normalized_source_type,FieldSet,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.GraduateDegreeSought.DegreeDate,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.GraduateDegreeSought.DegreeDate,Degree Date,question,concept:role:fellowship-candidate:degree-expected-date,concept:role:fellowship-candidate:degree-expected-date,question:sha256:3a17595f7b14a0615af7d48a0f1df2eb3b8649c480d06154fb2fe0a7a461388e,agent_proposed,fellowship-candidate,,role-fellowship-candidate,string,normalized_source_type,string,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.GraduateDegreeSought.DegreeType,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.GraduateDegreeSought.DegreeType,Degree Type,question,concept:role:fellowship-candidate:degree-type,concept:role:fellowship-candidate:degree-type,question:sha256:14ea5969360b2a84fda66fa8e9424130d047a31fec2614f7c00f47dd58c7730b,agent_proposed,fellowship-candidate,,role-fellowship-candidate,string,xsd_declared_type,PHS_Fellowship_Supplemental_8_0:DegreeTypeDataType,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.GraduateDegreeSought.OtherDegreeTypeText,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.GraduateDegreeSought.OtherDegreeTypeText,Other Degree Type Text,question,concept:role:fellowship-candidate:degree-type-other,concept:role:fellowship-candidate:degree-type-other,question:sha256:acbca33db654c26ed538fe1c2a4dab98da3c6826f897fd9a9075ec6dfec81921,agent_proposed,fellowship-candidate,,role-fellowship-candidate,string,normalized_source_type,string,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.NonUSCitizen,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.NonUSCitizen,Non USCitizen,question,concept:role:fellowship-candidate:non-us-citizen-status,concept:role:fellowship-candidate:non-us-citizen-status,question:sha256:4504c4048bba4cfa709c81093ad8f7c51e81bde7cb33686d012af5d1f4e057e2,agent_proposed,fellowship-candidate,,role-fellowship-candidate,string,xsd_declared_type,PHS_Fellowship_Supplemental_8_0:NonUSCitizenDataType,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.PermanentResidentByAwardIndicator,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.PermanentResidentByAwardIndicator,Permanent Resident By Award Indicator,question,concept:role:fellowship-candidate:permanent-resident-by-award,concept:role:fellowship-candidate:permanent-resident-by-award,question:sha256:7efc5afd0ab5d8b87e2d65aa4f72de02cd4bdefbf2b5b2247f96c78466cf8c5d,agent_proposed,fellowship-candidate,,role-fellowship-candidate,string,xsd_declared_type,globLib:YesNoDataType,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.StemCells,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.StemCells,StemCells,technical_field,,source-question:question:sha256:87909548b976e64ea579d58254cbe60fbc09ca75587f0f76596ce00c97bf5671,question:sha256:87909548b976e64ea579d58254cbe60fbc09ca75587f0f76596ce00c97bf5671,agent_proposed,,,form-structure,object,normalized_source_type,FieldSet,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.StemCells.CellLines,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.StemCells.CellLines,CellLines,question,concept:hhs-research-policy:stem-cell-line,concept:hhs-research-policy:stem-cell-line,question:sha256:ebab59a3244d812f652567012c26bbd7e8f77c7bb8bec365fdee2c42ab0c3f05,agent_proposed,,,semantic-domain-hhs-research-policy,array,normalized_source_type,string,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.StemCells.StemCellsIndicator,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.StemCells.StemCellsIndicator,Stem Cells Indicator,question,concept:hhs-research-policy:stem-cell-line-not-yet-known,concept:hhs-research-policy:stem-cell-line-not-yet-known,question:sha256:8858eee7b53e9b3c6eceb8681a13e073105410d7425ff5b0370b3abbf26792fd,agent_proposed,,,semantic-domain-hhs-research-policy,string,xsd_declared_type,globLib:YesNoDataType,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.StemCells.isHumanStemCellsInvolved,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.StemCells.isHumanStemCellsInvolved,is Human Stem Cells Involved,question,concept:hhs-research-policy:human-embryonic-stem-cells-involved,concept:hhs-research-policy:human-embryonic-stem-cells-involved,question:sha256:a9a9540dd96c77797e8e74e77c8ebac286ec1f0658076b6976a72b7fc26c06dd,agent_proposed,,,semantic-domain-hhs-research-policy,string,xsd_declared_type,globLib:YesNoDataType,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,AdditionalInformation.USCitizen,PHS_Fellowship_Supplemental_8_0.AdditionalInformation.USCitizen,USCitizen,question,concept:role:fellowship-candidate:us-citizen,concept:role:fellowship-candidate:us-citizen,question:sha256:b801a11c19b404d15812b7c893aba2810d125fd8ac6bbf98ee65158ed0cdf876,agent_proposed,fellowship-candidate,,role-fellowship-candidate,string,xsd_declared_type,globLib:YesNoDataType,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,Appendix,PHS_Fellowship_Supplemental_8_0.Appendix,Appendix,attachment,,concept:attachment:research-plan:appendix,question:sha256:597dab68b0857ab078127118b79937ec56c32c0f69492fc83d496a984c62201a,agent_proposed,,,semantic-domain-attachment,array,xsd_declared_type,att:AttachmentGroupMin0Max100DataType,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,,PHS_Fellowship_Supplemental_8_0.Appendix.AttachedFile,PHSFellowshipSupplemental,technical_field,,source-question:question:sha256:e28f81b5ee2503d56c40d3065942d6032819ed041e35d8081f46d9bd9d026162,question:sha256:e28f81b5ee2503d56c40d3065942d6032819ed041e35d8081f46d9bd9d026162,agent_proposed,,,technical-metadata,object,xsd_declared_type,att:AttachedFileDataType,https://apply07.grants.gov/apply/system/schemas/Attachments-V1.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,,PHS_Fellowship_Supplemental_8_0.Appendix.AttachedFile.FileLocation,PHSFellowshipSupplemental,technical_field,,source-question:question:sha256:4e800fef3a740e58a31e4d5a65e353512cce8f20ad1e85a331db51fd9c5c14a8,question:sha256:4e800fef3a740e58a31e4d5a65e353512cce8f20ad1e85a331db51fd9c5c14a8,agent_proposed,,,technical-metadata,object,normalized_source_type,,https://apply07.grants.gov/apply/system/schemas/Attachments-V1.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
